date,type,category,amount,content
2024-09-01,수입,쇼핑,221.0,환불 카드
2025-07-01,수입,mall,14000.0,친구 만남
2024-05-01,수입,congrats,2250000.0,여행 준비 현금
2025-05-21,수입,vet,122.0,기념일 확인필요
2025-05-26,수입,쇼핑,135000.0,저녁
2025-06-25,수입,vacation,245.0,출장
2024-06-01,지출,lecture,80000.0,월급 urgent
2025-11-30,지출,game,236000.0,병원
2024-03-01,수입,flight,92.0,월급
2024-11-24,지출,tuition,51000.0,병원 환불건
2024-07-11,수입,dogfood,137.0,기념일
2025-01-01,수입,uber,147.0,온라인 주문
2025-02-01,수입,concert,102.0,카페
2026-03-01,수입,congrats,178000.0,온라인 주문
2024-03-26,수입,present,1700000.0,출장
2024-06-01,지출,electricity!!,101000.0,카페 #3
2026-01-01,수입,starbucks,247000.0,점심 memo
2024-05-26,지출,교통,310.0,게임 결제 urgent
2025-10-01,수입,coffee,169000.0,월세 #1
2025-11-14,수입,hobby,106000.0,게임 결제 현금
2024-11-10,수입,flight,75000.0,환불 확인필요
2025-09-01,수입,congrats,250.0,월급
2025-11-01,지출,clinic,1011.0,출장 urgent
2026-03-16,수입,gas,65000.0,점심 memo
2024-02-23,지출,급여,195.0,저녁 현금
2024-04-19,수입,taxi,3.0,친구 만남 현금
2025-04-01,지출,식비,21000.0,수업 #4
2024-03-22,지출,taxi,20000.0,카페 확인필요
2025-08-29,지출,clothes,1684.0,저녁 환불건
2026-01-20,지출,tour,173.0,기념일 현금
2024-11-01,수입,mart,49000.0,수업 환불건
2025-05-03,수입,study,162.0,수업 현금
2024-10-01,지출,급여,64000.0,여행 준비 urgent
2025-08-01,지출,dogfood,209.0,점심 카드
2025-01-28,지출,incomebonus,187000.0,온라인 주문 memo
2024-03-01,수입,vacation,700000.0,출장 현금
2024-05-27,수입,급여,410000.0,온라인 주문 urgent
2025-09-01,수입,식비,123000.0,점심 memo
2024-01-25,지출,meal,2458.0,병원 카드
2025-05-19,지출,meal,150000.0,기념일
2024-06-04,수입,train,52.0,온라인 주문
2025-02-01,지출,bakery,2040000.0,월급
2025-10-31,수입,utility123,2280000.0,점심
2024-03-01,지출,clothes,83.0,병원 환불건
2025-11-27,지출,tour,162.0,환불 확인필요
2026-03-01,지출,flight!!,105.0,월세 #3
2026-03-23,지출,lunch123,212000.0,출장
2025-08-01,지출,groceries,123.0,월급 현금
2024-09-01,수입,eventgift!!,3.0,점심 환불건
2024-12-01,수입,clinic,100.0,병원 urgent
2026-03-01,수입,internet,72000.0,친구 만남 memo
2024-09-01,지출,pay!!,1420000.0,환불 카드
2026-02-17,지출,dessert,58.0,저녁 확인필요
2025-05-24,지출,bus,198.0,월세 urgent
2024-11-09,지출,gas,1572.0,출장 카드
2024-07-01,지출,congrats,2030000.0,게임 결제 #6
2025-04-10,지출,salary123,1610000.0,병원
2024-05-01,지출,lunch,33.0,출장 현금
2024-11-20,수입,교통,3000.0,게임 결제
2025-05-26,지출,shop,179.0,출장 memo
2024-09-11,지출,급여,166.0,병원 memo
2025-05-01,지출,clothes!!,67000.0,출장 확인필요
2024-11-15,지출,pet,2240000.0,게임 결제
2026-04-07,지출,lunch,32.0,교통비 카드
2024-05-15,지출,mart123,29.0,저녁 확인필요
2024-10-01,지출,incomebonus,135000.0,병원 카드
2024-06-19,지출,book,77.0,마트 장보기
2024-07-22,수입,subway,63.0,온라인 주문 확인필요
2025-04-01,지출,meal,237.0,병원
2026-02-01,수입,birthdaygift,86.0,마트 장보기
2026-04-01,수입,utility,240000.0,저녁
2024-07-01,지출,study,235000.0,저녁 환불건
2026-04-01,지출,birthdaygift,153.0,수업 urgent
2025-06-05,지출,uber,211.0,카페
2026-04-01,수입,waterbill,2260000.0,출장 확인필요
2024-11-01,수입,eatout,203.0,월급 현금
2025-12-06,수입,eventgift,131000.0,수업 urgent
2024-08-03,지출,eatout,115.0,여행 준비 현금
2025-05-01,수입,utility,94.0,저녁 확인필요
2025-05-01,지출,electricity,248.0,교통비
2025-03-01,지출,coffee,722.0,기념일 현금
2024-01-03,지출,onlineshopping,1520000.0,저녁 현금
2025-07-01,수입,bus,238000.0,여행 준비 환불건
2025-10-29,지출,restaurant!!,211000.0,친구 만남 카드
2025-07-01,수입,medical,1700000.0,병원 memo
2025-03-12,지출,onlineshopping,164.0,점심
2024-11-20,수입,여행,2470000.0,환불 memo
2024-05-20,수입,급여,139.0,카페 memo
2025-10-26,지출,present,222.0,온라인 주문 환불건
2024-03-01,수입,uber,152000.0,월급 urgent
2026-02-01,지출,starbucks,167000.0,수업 memo
2024-05-27,지출,electricity,71000.0,출장 memo
2025-11-12,지출,쇼핑,2010.0,출장
2024-05-24,수입,hobby,78.0,온라인 주문 확인필요
2025-05-06,지출,bakery,1420000.0,기념일 urgent
2024-10-05,지출,bus123,208000.0,교통비 카드
2025-09-01,수입,latte,121.0,수업
2026-04-27,수입,eventgift!!,31.0,마트 장보기
2024-06-01,수입,subway,28.0,수업 확인필요
2026-04-12,수입,catsnack,1530000.0,수업 현금
2025-03-31,수입,선물,1980000.0,월급
2024-07-29,지출,restaurant,109.0,여행 준비
2024-12-11,수입,hospital,191.0,출장
2025-07-01,수입,latte,2044.0,친구 만남
2025-08-13,지출,여행,740000.0,게임 결제 카드
2024-01-27,지출,dessert,93.0,병원 #2
2025-10-01,수입,fuel,5.0,교통비
2024-09-11,수입,snack123,17.0,교통비 현금
2025-11-13,수입,monthlypay,2170000.0,온라인 주문 환불건
2026-04-01,수입,hotel,11000.0,기념일 카드
2024-02-28,수입,hotel,151000.0,카페
2024-02-01,지출,vet,100.0,점심
2024-01-28,지출,clinic,4000.0,게임 결제 urgent
2024-03-13,지출,mall!!,88.0,수업
2026-01-18,수입,선물,200.0,수업
2024-04-08,지출,hospital,150000.0,친구 만남 확인필요
2025-04-11,수입,coffee123,14.0,월급 환불건
2025-07-28,지출,food123,2.0,여행 준비 #5
2025-11-14,지출,coffee,32.0,점심 카드
2025-08-01,지출,groceries,43000.0,수업 urgent
2025-10-01,수입,train,146000.0,점심 urgent
2025-07-01,수입,급여,56000.0,카페 현금
2025-10-27,지출,교통,212.0,월급 현금
2024-12-15,지출,hotel,170000.0,병원 확인필요
2026-04-29,수입,clinic,810000.0,온라인 주문 urgent
2025-09-01,지출,snack,72.0,여행 준비 환불건
2025-03-29,수입,game,106.0,친구 만남 환불건
2024-02-18,지출,rent,137000.0,월세
2024-11-01,지출,급여,119.0,교통비
2024-01-01,수입,train,1470000.0,월세 카드
2024-09-27,지출,rent,131.0,마트 장보기 #1
2025-11-29,지출,식비,128.0,점심
2026-04-20,지출,fashion,189.0,월세 확인필요
2024-08-25,수입,lecture,8000.0,점심 현금
2025-10-01,수입,선물,618.0,점심
2025-04-03,지출,선물,45.0,병원 현금
2024-02-04,지출,catsnack,34000.0,친구 만남 urgent
2025-10-03,지출,급여,2300000.0,교통비 현금
2024-01-01,지출,train,8.0,교통비 memo
2024-07-05,수입,latte,480000.0,온라인 주문 #7
2024-12-01,수입,taxi,1360000.0,월급 확인필요
2024-01-01,지출,catsnack,125.0,점심 urgent
2024-05-02,지출,medical,510000.0,온라인 주문
2024-08-01,수입,dinner,56.0,수업 카드
2026-02-01,수입,vet,222.0,월세 환불건
2024-06-20,지출,congrats,151000.0,마트 장보기 카드
2025-06-16,지출,eventgift,1770000.0,월세 확인필요
2024-05-09,지출,bus,227.0,교통비 카드
2024-01-25,수입,선물,477.0,기념일 urgent
2025-01-23,지출,bus,172.0,카페 확인필요
2024-06-07,지출,concert,164000.0,교통비 memo
2024-09-07,수입,electricity,119.0,병원 #5
2025-08-01,수입,flight,479.0,월세
2025-03-26,수입,fuel,185.0,여행 준비 현금
2024-02-08,수입,tour,1307.0,기념일 memo
2025-10-14,수입,clinic,610000.0,여행 준비 환불건
2025-05-04,지출,trip,121.0,월급 확인필요
2024-08-07,수입,mall,117.0,월급 urgent
2024-04-02,수입,birthdaygift,30000.0,마트 장보기
2026-01-01,수입,food!!,37000.0,여행 준비 memo
2026-02-19,수입,식비,239.0,게임 결제 카드
2024-03-02,지출,선물,6000.0,월급 memo
2024-06-11,수입,식비,232000.0,월세 확인필요
2025-03-09,수입,tour,380000.0,여행 준비 환불건
2025-02-14,수입,gas,136.0,온라인 주문
2025-07-28,수입,bakery,228000.0,친구 만남 #9
2025-05-19,지출,monthlypay,1550000.0,병원
2024-10-20,지출,trip,54.0,마트 장보기 현금
2024-01-16,지출,monthlypay,140000.0,교통비
2024-06-11,지출,bus!!,1930000.0,월세
2025-02-12,수입,groceries,1340000.0,월세 memo
2024-01-12,수입,snack,24.0,친구 만남 현금
2026-02-21,수입,catsnack,1090000.0,병원
2025-08-01,수입,여행,91000.0,카페 환불건
2026-04-07,지출,rent,2056.0,수업 현금
2024-12-30,지출,subway,246.0,카페 확인필요
2024-09-01,지출,snack,23000.0,카페 현금
2025-07-23,수입,clinic,193000.0,월급 memo
2024-07-16,수입,여행,2301.0,온라인 주문 현금
2025-10-07,지출,hobby,114000.0,카페 현금
2025-02-01,수입,birthdaygift,1790000.0,월세 카드
2024-11-15,수입,쇼핑,1850000.0,게임 결제 #6
2025-01-25,수입,monthlypay,1530000.0,출장 memo
2025-08-17,수입,concert,1430000.0,여행 준비 urgent
2026-04-19,수입,급여,123.0,여행 준비 #4
2026-04-04,지출,waterbill,201.0,여행 준비
2025-10-01,지출,식비,421.0,월세 환불건
2025-05-30,지출,hospital,102000.0,출장
2024-02-24,지출,concert!!,151.0,월세 memo
2025-10-12,수입,tuition,178.0,기념일
2026-01-01,지출,flight,76.0,교통비 #1
2024-09-09,수입,taxi,213.0,카페
2026-02-01,수입,fuel,666.0,수업 카드
2026-02-21,수입,present,123.0,카페
2025-09-04,지출,tuition,143.0,카페 현금
2025-10-27,지출,여행,201.0,출장 urgent
2025-08-01,지출,카페,235000.0,여행 준비 환불건
2025-03-01,지출,incomebonus,104.0,카페 확인필요
2025-06-16,지출,pharmacy,110000.0,월세
2024-08-30,수입,congrats,1340000.0,점심
2024-07-08,수입,eatout,36000.0,게임 결제 카드
2025-04-05,지출,waterbill,123.0,게임 결제 memo
2024-03-01,수입,groceries,727.0,여행 준비
2024-11-17,수입,선물,800000.0,환불 환불건
2026-04-10,수입,쇼핑,1700000.0,월세 #5
2026-03-01,지출,dessert,700000.0,월세 현금
2026-01-04,지출,latte,2054.0,저녁 memo
2025-02-01,지출,hotel,100.0,점심 현금
2024-08-01,지출,식비,171.0,기념일
2025-03-03,수입,tour,890000.0,온라인 주문 현금
2025-03-24,수입,monthlypay,1530000.0,기념일 #1
2026-04-29,수입,birthdaygift!!,185.0,점심 memo
2024-02-02,지출,uber,245000.0,교통비 memo
2026-04-24,수입,pay123,230000.0,환불 #4
2024-12-22,수입,waterbill,74.0,저녁 현금
2024-06-02,지출,식비,147.0,저녁 #6
2024-12-01,수입,fuel,48.0,수업
2024-08-24,수입,study,20000.0,환불 환불건
2026-03-01,지출,pet,246.0,교통비 memo
2026-01-01,지출,급여,123.0,여행 준비 환불건
2026-04-07,수입,bakery,71000.0,월급
2026-02-01,수입,starbucks,2150000.0,저녁
2025-05-13,지출,pet,245000.0,점심
2025-10-11,지출,course,113000.0,월급 memo
2024-03-02,지출,groceries,51.0,카페 memo
2026-01-01,수입,shop,1320000.0,게임 결제 현금
2024-05-31,지출,gas123,87.0,마트 장보기
2025-01-09,지출,congrats,187000.0,게임 결제 환불건
2025-12-30,지출,utility,220000.0,병원 확인필요
2024-07-01,지출,internet,115000.0,월세
2026-03-06,수입,hotel,68.0,교통비
2025-12-03,지출,book,115.0,교통비 memo
2025-10-20,지출,급여,577.0,병원 확인필요
2024-11-29,지출,bakery,33.0,출장 확인필요
2025-01-01,지출,course,209000.0,교통비 urgent
2024-09-01,지출,shop,247000.0,교통비
2026-02-11,수입,birthdaygift,1760000.0,기념일
2026-04-01,수입,study,219.0,게임 결제
2024-01-01,지출,rent,41.0,병원 카드
2025-11-01,수입,급여,122.0,교통비 memo
2025-08-29,지출,shop,208.0,교통비
2025-10-01,수입,meal,1119.0,월세
2025-06-01,수입,급여,198000.0,점심 memo
2025-06-27,지출,tour,1760000.0,출장 현금
2026-02-01,지출,fuel,23000.0,수업 urgent
2024-02-03,수입,bakery,990000.0,월세
2025-10-01,수입,카페,185.0,교통비 확인필요
2025-03-12,수입,catsnack,1445.0,마트 장보기 확인필요
2024-12-04,지출,waterbill,790000.0,카페 urgent
2025-04-06,수입,rent,169.0,여행 준비 확인필요
2026-01-01,지출,catsnack,248.0,환불
2025-05-05,지출,catsnack,201000.0,환불
2024-12-30,수입,flight,920000.0,여행 준비
2025-03-16,수입,lunch,49000.0,친구 만남 #2
2024-11-01,수입,선물,116.0,병원
2025-10-31,지출,쇼핑,10000.0,카페 memo
2024-06-16,지출,shop,224.0,환불
2024-08-27,수입,bus!!,59.0,월세
2025-03-01,수입,급여,89.0,저녁 urgent
2024-08-03,수입,catsnack,8000.0,환불
2026-01-01,지출,fuel,2137.0,월급 urgent
2024-03-19,수입,식비,11000.0,수업
2024-02-01,수입,lecture,3000.0,교통비
2024-06-25,수입,utility!!,42.0,월급
2024-11-24,지출,course,123.0,마트 장보기 urgent
2024-01-19,지출,train,206.0,병원 memo
2025-04-01,지출,shop,123.0,환불 memo
2024-06-10,지출,flight!!,82000.0,카페 #7
2024-06-30,수입,waterbill,29.0,수업 환불건
2025-05-01,지출,clothes,164000.0,마트 장보기 현금
2024-05-12,수입,dessert,50000.0,마트 장보기 현금
2024-08-10,수입,pet,115.0,온라인 주문
2024-08-20,지출,vet,53000.0,친구 만남 memo
2025-11-10,지출,dogfood,131.0,월세 카드
2025-12-26,수입,식비,95.0,월급 #5
2025-09-28,지출,medical,910000.0,카페 urgent
2025-05-24,지출,study,211000.0,기념일
2024-07-28,지출,starbucks,3.0,점심 urgent
2024-05-01,지출,incomebonus,144.0,게임 결제 카드
2025-09-24,수입,lecture,29000.0,여행 준비 확인필요
2025-07-03,수입,transport123,2030000.0,병원 memo
2024-05-01,수입,medical,231.0,온라인 주문 카드
2024-08-14,지출,pharmacy,1390000.0,온라인 주문 카드
2024-02-01,수입,fashion,239000.0,교통비 현금
2025-09-02,수입,present,180000.0,환불 환불건
2026-03-01,지출,train,84.0,기념일 memo
2024-04-28,수입,급여,1360.0,온라인 주문 환불건
2025-04-27,지출,starbucks,1914.0,월세 memo
2025-12-01,수입,dogfood,1310000.0,출장
2024-03-11,수입,study,1300000.0,친구 만남
2025-05-01,수입,쇼핑,178000.0,여행 준비 환불건
2026-03-14,수입,dinner,75000.0,게임 결제 확인필요
2025-08-01,지출,course,1550000.0,수업 memo
2025-12-01,수입,monthlypay,44.0,마트 장보기 현금
2024-06-23,지출,concert,1940000.0,저녁
2026-03-19,지출,trip,134.0,점심 카드
2026-02-01,지출,dogfood,2140000.0,점심 현금
2026-01-07,지출,dinner,1090000.0,기념일 memo
2025-07-05,지출,pharmacy,6.0,친구 만남 #1
2026-04-26,지출,쇼핑,183000.0,게임 결제 확인필요
2024-04-28,수입,birthdaygift,1317.0,교통비 현금
2026-02-01,수입,utility,66000.0,친구 만남
2024-09-22,지출,trip,148.0,점심
2026-02-20,수입,clothes,220.0,월세 환불건
2024-09-29,수입,pet,215.0,저녁 urgent
2025-08-27,지출,bakery,2470000.0,마트 장보기 환불건
2024-12-23,지출,clinic,220000.0,월세
2025-09-22,수입,mart,143000.0,수업
2024-03-01,지출,lunch,173000.0,저녁 #1
2026-03-08,수입,study,35.0,점심 memo
2025-09-01,수입,latte,4.0,친구 만남
2024-06-24,수입,incomebonus,227.0,월급 urgent
2024-09-01,수입,waterbill,34000.0,점심 memo
2025-03-01,수입,netflix,210000.0,환불 memo
2025-01-02,수입,식비,123.0,교통비 카드
2026-02-14,지출,gas,132.0,저녁 카드
2024-11-01,수입,hobby,290000.0,환불 확인필요
2024-02-01,지출,present,59000.0,월세 카드
2024-08-17,수입,카페,52.0,환불 memo
2024-01-02,지출,restaurant,75.0,월급
2025-08-08,수입,식비,24000.0,카페 환불건
2025-04-12,수입,pet,188000.0,친구 만남 확인필요
2024-09-01,수입,uber,313.0,월급
2026-02-19,수입,fashion,65000.0,병원 환불건
2024-02-24,수입,선물,1398.0,카페 환불건
2026-03-01,수입,hospital,161.0,점심 확인필요
2026-01-31,지출,starbucks!!,108.0,교통비
2024-05-01,지출,restaurant,208000.0,병원
2024-03-01,지출,hobby,160000.0,교통비 #1
2025-03-01,지출,fashion,193000.0,교통비 확인필요
2024-09-22,수입,clinic,95000.0,교통비
2025-10-01,지출,hospital,88000.0,점심
2025-06-08,지출,course,226.0,게임 결제
2025-07-01,지출,pet,1723.0,병원
2024-05-01,지출,flight,67000.0,월세
2025-12-07,수입,카페,215000.0,친구 만남 환불건
2024-08-10,수입,tuition,178.0,환불 카드
2024-03-01,지출,vet,204000.0,여행 준비 urgent
2024-04-05,수입,electricity,40000.0,수업 memo
2025-07-01,수입,여행,85.0,게임 결제
2024-09-22,수입,vet,5.0,기념일 확인필요
2025-04-24,수입,groceries!!,119.0,게임 결제 #9
2026-01-10,수입,카페,76.0,여행 준비
2024-06-14,수입,급여,133.0,수업
2025-06-01,지출,monthlypay,1338.0,카페
2026-03-01,지출,여행,155.0,친구 만남 현금
2025-03-15,지출,congrats,123.0,게임 결제 memo
2025-03-22,지출,vacation123,123000.0,월세
2026-04-05,수입,pet,69000.0,친구 만남 확인필요
2024-09-04,수입,medical,16.0,여행 준비 현금
2025-09-11,수입,game,3000.0,기념일 urgent
2025-07-01,수입,netflix,1178.0,출장 urgent
2025-10-01,수입,gas,123.0,점심
2025-11-12,지출,coffee,199.0,저녁 urgent
2024-03-01,지출,waterbill,9000.0,마트 장보기 현금
2026-03-05,수입,dessert,34.0,카페
2026-03-18,지출,교통,154000.0,환불
2025-04-01,지출,dessert,26000.0,수업 환불건
2025-11-14,지출,식비,109.0,점심 카드
2024-11-18,수입,식비,85000.0,환불 현금
2024-11-02,지출,pay,36000.0,온라인 주문
2025-05-28,수입,congrats,290000.0,마트 장보기 환불건
2025-03-01,지출,course,111000.0,저녁 memo
2025-07-09,지출,train,92.0,교통비 확인필요
2025-05-04,수입,uber,150.0,여행 준비
2025-02-05,지출,쇼핑,91.0,교통비 환불건
2025-02-25,지출,hospital,42000.0,교통비
2025-11-01,수입,pay,229000.0,기념일 #7
2025-05-03,지출,pet,148000.0,교통비
2025-04-19,수입,여행,60000.0,저녁 확인필요
2025-04-19,수입,flight,173.0,수업
2026-03-22,수입,utility,100000.0,출장
2025-11-01,지출,medical,650000.0,온라인 주문
2024-12-14,지출,groceries,45000.0,마트 장보기 #9
2024-09-30,수입,clothes,510000.0,점심 memo
2026-03-02,수입,trip,72.0,온라인 주문
2024-01-01,수입,mart,24000.0,점심 현금
2025-05-03,수입,monthlypay,76000.0,온라인 주문 #5
2025-02-01,수입,electricity123,120.0,병원
2024-10-31,지출,study,1480.0,저녁 카드
2024-10-24,수입,meal,235000.0,병원 환불건
2024-01-01,지출,coffee,2289.0,점심 환불건
2025-06-01,수입,pet,147000.0,게임 결제
2026-04-09,지출,subway,108.0,카페
2024-01-07,지출,dessert,53.0,카페 #2
2024-11-05,수입,vet,154.0,월세
2025-09-13,수입,uber,14.0,친구 만남 카드
2024-06-01,지출,meal,90000.0,친구 만남
2025-04-13,지출,study,123.0,월급
2025-04-01,수입,subway,31000.0,수업 urgent
2024-10-27,수입,rent,196000.0,월세 urgent
2024-09-01,지출,dogfood,146000.0,온라인 주문 확인필요
2024-07-21,수입,flight,136000.0,마트 장보기
2025-08-01,수입,subway,2030000.0,게임 결제 카드
2024-10-23,수입,lecture,245.0,저녁 현금
2025-03-01,지출,fashion,2410000.0,저녁 확인필요
2024-01-05,지출,groceries,2400000.0,환불
2026-03-25,지출,utility,124.0,점심 환불건
2024-07-20,수입,급여,460000.0,친구 만남 카드
2024-07-16,수입,쇼핑,21.0,월세 urgent
2025-09-01,지출,snack,122.0,점심 memo
2025-07-07,수입,congrats,73.0,출장 memo
2024-05-15,수입,bonus123,123.0,수업
2025-09-11,지출,식비,139.0,마트 장보기
2025-02-12,수입,eventgift,205.0,여행 준비 현금
2025-11-25,지출,onlineshopping,203.0,환불
2024-03-06,수입,catsnack,1087.0,환불
2025-12-01,지출,식비,123.0,게임 결제 환불건
2024-06-17,지출,latte,87.0,기념일 현금
2025-09-01,수입,dessert,36000.0,마트 장보기
2025-10-12,지출,dinner,96.0,카페 urgent
2024-09-28,지출,utility,1780000.0,여행 준비
2026-01-22,지출,congrats,55000.0,카페 memo
2024-09-07,지출,카페,62000.0,게임 결제
2025-02-18,수입,tuition123,1020000.0,교통비
2024-08-30,수입,book,60000.0,친구 만남 현금
2026-02-18,지출,mart,135.0,게임 결제 memo
2024-12-02,지출,medical,1560000.0,월급
2024-02-01,지출,hotel,187.0,마트 장보기
2026-04-30,수입,급여,920000.0,온라인 주문
2025-04-03,수입,카페,151.0,온라인 주문 urgent
2025-12-24,지출,pharmacy,54.0,마트 장보기
2024-08-15,지출,카페,850000.0,온라인 주문
2024-07-01,지출,starbucks,2122.0,게임 결제 카드
2026-01-18,지출,fashion,1480000.0,병원 memo
2025-12-01,지출,birthdaygift123,3000.0,출장
2024-12-01,지출,hotel,248.0,점심 확인필요
2024-12-11,지출,tuition,107000.0,교통비 urgent
2026-02-27,지출,clinic,520000.0,점심 #9
2026-04-01,지출,dessert,77.0,수업
2025-05-01,지출,clothes,29000.0,점심 memo
2025-04-20,수입,concert,40000.0,카페
2024-04-01,수입,tuition,223.0,저녁
2025-03-06,수입,급여,141000.0,월세 환불건
2025-06-12,수입,snack,55.0,기념일 카드
2026-03-28,지출,dessert,145000.0,점심
2025-04-16,수입,교통,59000.0,수업 urgent
2026-01-01,지출,uber,149000.0,월세 환불건
2024-07-26,수입,선물,1190000.0,게임 결제 카드
2025-02-12,수입,식비,1710000.0,친구 만남 카드
2026-01-02,지출,coffee,143.0,카페 카드
2025-03-23,지출,tuition,1180000.0,카페 memo
2025-04-01,지출,식비,226000.0,저녁 환불건
2024-02-01,수입,taxi,72000.0,출장
2025-03-30,수입,pet,1137.0,환불 urgent
2025-10-04,수입,pay,235.0,수업
2024-11-03,수입,onlineshopping,205000.0,마트 장보기 확인필요
2025-12-27,수입,birthdaygift,220000.0,월급
2025-01-30,지출,study,1890000.0,환불 확인필요
2025-08-01,지출,dessert,154.0,친구 만남
2026-02-01,지출,식비,35.0,저녁 #2
2025-03-09,수입,교통,158.0,병원 urgent
2025-09-23,수입,fashion,79.0,월급 확인필요
2026-02-08,수입,hotel,2290000.0,교통비 환불건
2025-01-19,지출,meal,236.0,여행 준비
2024-09-03,수입,선물,149.0,온라인 주문 카드
2025-08-01,수입,pharmacy,63000.0,출장 카드
2026-04-21,수입,shop,104.0,수업 memo
2024-11-10,수입,present,2450000.0,온라인 주문 확인필요
2024-12-07,수입,onlineshopping,2.0,출장
2026-01-01,수입,monthlypay,71.0,교통비 #8
2026-03-03,수입,concert,17000.0,교통비 #6
2025-06-07,지출,lunch,57000.0,교통비 환불건
2024-10-01,지출,mall,1800000.0,여행 준비
2025-12-01,지출,mart,222.0,카페 urgent
2025-09-22,지출,mall,26000.0,월세
2025-05-24,지출,present,242.0,게임 결제
2024-05-01,지출,lunch,197000.0,여행 준비
2025-10-10,수입,급여,28000.0,마트 장보기 #1
2025-08-09,지출,clinic,99.0,수업
2024-10-05,지출,starbucks,235.0,출장 카드
2024-10-15,지출,식비,56.0,친구 만남 확인필요
2025-07-11,지출,pet123,2453.0,여행 준비 카드
2024-06-08,수입,groceries,125.0,병원
2025-05-07,지출,clinic,260000.0,점심 urgent
2024-02-01,지출,study,209000.0,게임 결제
2024-04-15,수입,교통,206.0,점심 확인필요
2025-05-28,수입,coffee,73.0,환불 #9
2025-09-12,수입,birthdaygift123,30000.0,월급 memo
2026-04-01,수입,lecture,2.0,기념일 카드
2025-04-20,지출,meal,232.0,카페 현금
2024-11-01,지출,internet,60000.0,점심 현금
2025-07-19,수입,uber,1580000.0,마트 장보기 urgent
2024-08-24,지출,hotel,108.0,카페 #4
2024-08-01,지출,식비,149.0,교통비 확인필요
2025-11-24,지출,clothes,187000.0,환불
2026-03-01,지출,카페,120000.0,마트 장보기 확인필요
2026-01-21,지출,선물,91000.0,친구 만남 환불건
2025-03-01,수입,monthlypay,33.0,여행 준비 카드
2025-05-01,수입,bakery,40.0,마트 장보기 memo
2025-05-24,수입,카페,63000.0,환불
2024-09-01,수입,hobby!!,1940000.0,출장 확인필요
2024-03-01,지출,lunch,123.0,수업 urgent
2025-03-31,지출,bakery,242000.0,게임 결제 확인필요
2025-10-02,수입,gas,862.0,수업 환불건
2024-11-01,지출,course,127000.0,점심 memo
2025-11-27,지출,present,179.0,병원 확인필요
2025-03-31,수입,present,2070000.0,환불
2024-02-20,수입,hotel,53000.0,월세
2025-11-24,지출,dogfood,235000.0,월급
2024-04-25,지출,netflix,134000.0,게임 결제 memo
2024-12-06,수입,birthdaygift,84000.0,기념일 #4
2025-08-30,수입,present,180000.0,여행 준비 urgent
2025-03-14,지출,trip,88000.0,게임 결제 확인필요
2026-04-10,수입,tour,335.0,카페 카드
2024-07-14,지출,선물,580000.0,게임 결제 환불건
2026-02-03,수입,shop,1300000.0,저녁 환불건
2024-05-29,수입,utility,126000.0,게임 결제 환불건
2025-01-08,지출,course,195000.0,월세 memo
2024-02-14,수입,restaurant,1440000.0,월세 현금
2025-07-23,수입,present,154000.0,친구 만남 확인필요
2025-05-21,지출,coffee,689.0,게임 결제 urgent
2024-04-26,지출,pet,243000.0,여행 준비 현금
2025-10-01,지출,mall,23000.0,점심
2024-05-01,지출,catsnack,66.0,카페
2024-05-07,수입,pay,8.0,수업
2025-05-01,지출,taxi,1400000.0,친구 만남
2025-02-15,지출,pay,30000.0,병원 확인필요
2025-12-28,수입,flight,490000.0,기념일 memo
2026-02-11,수입,coffee!!,155000.0,병원
2025-10-07,지출,급여,87.0,점심 현금
2024-06-01,지출,congrats,187000.0,저녁
2025-12-03,수입,latte,91.0,점심 memo
2026-02-01,수입,latte,223.0,온라인 주문 카드
2025-09-22,수입,netflix!!,243.0,카페 카드
2025-07-20,지출,shop,114000.0,월급 urgent
2026-02-05,지출,dogfood,2270000.0,저녁 현금
2024-05-01,수입,bus,155.0,친구 만남 #8
2025-06-05,지출,식비,2100000.0,카페 현금
2024-12-20,수입,clothes,46.0,카페 환불건
2024-02-18,수입,eventgift,180000.0,수업 카드
2025-01-31,수입,travel!!,171.0,카페 현금
2025-04-12,지출,여행,2150000.0,점심 memo
2025-09-06,지출,pay,177.0,환불 #7
2025-02-14,수입,netflix,96000.0,게임 결제
2024-01-28,수입,gas,238.0,카페
2024-08-01,지출,카페,47.0,월급 환불건
2024-05-11,수입,카페,3000.0,저녁 memo
2025-02-01,지출,restaurant,2410.0,여행 준비 #7
2025-07-28,수입,lecture,1660000.0,교통비
2025-10-20,지출,utility,30000.0,수업 #2
2025-05-30,수입,lecture,213.0,출장
2026-03-01,수입,subway,180000.0,온라인 주문 확인필요
2024-04-18,지출,medical!!,92000.0,온라인 주문 #6
2025-12-13,수입,starbucks,3000.0,월급 환불건
2024-07-01,지출,bus,2470000.0,점심
2025-11-03,지출,tuition,44.0,카페 확인필요
2024-10-13,지출,uber,2290000.0,수업 memo
2025-01-01,지출,dogfood,62000.0,수업
2024-08-27,지출,식비,194000.0,카페
2024-04-14,수입,restaurant,208000.0,교통비 현금
2025-07-01,수입,쇼핑,250.0,기념일 환불건
2025-03-01,지출,monthlypay,219.0,수업
2025-03-01,지출,restaurant,6.0,온라인 주문 #3
2024-07-01,지출,쇼핑,72000.0,수업 현금
2024-08-01,수입,congrats,112.0,교통비 환불건
2024-02-04,수입,tour,45.0,친구 만남 #7
